Date,Activations,Unique Summits,Summits
2015-06-05,8,5,"GM/SS-192, GM/SS-235, GM/SS-271, GM/WS-208, GM/WS-341"
2015-06-06,5,3,"GM/SS-234, GM/SS-242, GM/WS-227"
2015-06-07,7,7,"GM/SS-054, GM/SS-068, GM/SS-144, GM/SS-227, GM/SS-276, GM/WS-020, GM/WS-225"
2015-06-08,1,1,GM/WS-339
2015-06-09,1,1,GM/CS-050
2015-06-10,1,1,GM/SI-058
2015-06-11,2,1,GM/SS-235
2015-06-12,3,3,"GM/CS-111, GM/ES-085, GM/SS-090"
2015-06-13,3,3,"GM/SS-278, GM/WS-133, GM/WS-149"
2015-06-14,6,6,"GM/NS-047, GM/NS-153, GM/SS-016, GM/WS-046, GM/WS-249, GM/WS-260"
2015-06-15,1,1,GM/SS-198
2015-06-17,1,1,GM/SS-253
2015-06-20,3,2,"GM/CS-056, GM/SS-221"
2015-06-21,6,4,"GM/NS-049, GM/SS-031, GM/SS-272, GM/SS-277"
2015-06-22,6,4,"GM/SI-194, GM/WS-231, GM/WS-245, GM/WS-320"
2015-06-23,3,2,"GM/SS-171, GM/WS-029"
2015-06-24,2,1,GM/NS-105
2015-06-25,4,2,"GM/SS-221, GM/WS-226"
2015-06-26,2,1,GM/NS-050
2015-06-27,4,4,"GM/CS-046, GM/CS-061, GM/ES-034, GM/WS-229"
2015-06-28,2,2,"GM/ES-021, GM/SS-048"
2015-06-29,1,1,GM/SS-174
2015-06-30,2,2,"GM/SS-192, GM/SS-235"
2015-07-01,5,4,"GM/CS-108, GM/SS-154, GM/SS-198, GM/SS-277"
2015-07-02,2,2,"GM/SS-262, GM/SS-275"
2015-07-03,3,3,"GM/SS-192, GM/SS-235, GM/WS-288"
2015-07-04,1,1,GM/SS-197
2015-07-05,5,4,"GM/SS-011, GM/SS-062, GM/SS-247, GM/SS-278"
2015-07-06,1,1,GM/ES-001
2015-07-07,1,1,GM/SI-093
2015-07-08,3,3,"GM/SI-143, GM/SS-126, GM/SS-223"
2015-07-09,2,2,"GM/SI-052, GM/SS-016"
2015-07-12,5,5,"GM/SI-046, GM/SS-036, GM/SS-122, GM/SS-140, GM/SS-280"
2015-07-14,1,1,GM/SI-063
2015-07-15,3,3,"GM/SI-006, GM/SS-165, GM/SS-225"
2015-07-19,5,5,"GM/SI-113, GM/SS-029, GM/SS-043, GM/SS-088, GM/SS-270"
2015-07-22,1,1,GM/SS-259
2015-07-24,6,3,"GM/SI-006, GM/SI-098, GM/SS-181"
2015-07-25,13,8,"GM/SS-054, GM/SS-066, GM/SS-068, GM/SS-090, GM/SS-220, GM/SS-246, GM/SS-256, GM/WS-088"
2015-07-26,4,3,"GM/SS-060, GM/SS-092, GM/WS-081"
2015-07-29,1,1,GM/SS-099
2015-07-30,1,1,GM/SS-029
2015-08-01,4,2,"GM/CS-005, GM/SS-127"
2015-08-02,1,1,GM/CS-091
2015-08-03,2,2,"GM/SI-209, GM/SS-158"
2015-08-06,1,1,GM/SI-186
2015-08-07,4,3,"GM/ES-080, GM/SI-209, GM/SS-251"
2015-08-08,2,2,"GM/CS-059, GM/SS-064"
2015-08-09,1,1,GM/CS-102
2015-08-10,1,1,GM/SI-211
2015-08-11,1,1,GM/SI-184
2015-08-12,1,1,GM/CS-065
2015-08-15,4,4,"GM/CS-015, GM/SS-037, GM/WS-020, GM/WS-121"
2015-08-16,4,4,"GM/CS-015, GM/CS-074, GM/SS-026, GM/WS-042"
2015-08-22,2,2,"GM/CS-072, GM/SS-070"
2015-08-23,7,6,"GM/SS-057, GM/SS-165, GM/SS-171, GM/SS-231, GM/SS-282, GM/WS-007"
2015-08-25,1,1,GM/SI-166
2015-08-29,1,1,GM/SS-060
2015-08-30,6,5,"GM/SI-209, GM/SS-022, GM/SS-028, GM/SS-129, GM/SS-210"
2015-09-01,3,2,"GM/NS-145, GM/SS-281"
2015-09-02,3,3,"GM/NS-141, GM/NS-146, GM/SS-039"
2015-09-03,2,2,"GM/NS-115, GM/NS-121"
2015-09-04,1,1,GM/NS-108
2015-09-05,5,5,"GM/CS-122, GM/NS-109, GM/SS-062, GM/SS-066, GM/SS-245"
2015-09-06,3,3,"GM/SI-199, GM/SS-019, GM/SS-085"
2015-09-07,1,1,GM/SI-209
2015-09-08,3,3,"GM/SI-131, GM/WS-001, GM/WS-348"
2015-09-09,3,3,"GM/ES-002, GM/ES-003, GM/SS-011"
2015-09-10,2,2,"GM/WS-044, GM/WS-290"
2015-09-11,1,1,GM/WS-293
2015-09-12,2,1,GM/SS-249
2015-09-13,7,5,"GM/CS-061, GM/ES-035, GM/ES-058, GM/SS-058, GM/SS-275"
2015-09-14,7,5,"GM/CS-010, GM/CS-041, GM/ES-063, GM/ES-064, GM/WS-007"
2015-09-15,5,3,"GM/CS-065, GM/ES-028, GM/ES-043"
2015-09-16,6,5,"GM/CS-001, GM/ES-037, GM/SS-130, GM/SS-272, GM/WS-002"
2015-09-17,5,3,"GM/SS-020, GM/SS-192, GM/SS-235"
2015-09-18,4,3,"GM/CS-030, GM/WS-017, GM/WS-019"
2015-09-19,7,6,"GM/CS-004, GM/CS-026, GM/ES-012, GM/SS-165, GM/SS-280, GM/WS-110"
2015-09-20,3,3,"GM/CS-052, GM/SS-044, GM/SS-192"
2015-09-22,1,1,GM/SS-129
2015-09-24,1,1,GM/SS-064
2015-09-26,5,5,"GM/CS-057, GM/CS-069, GM/SS-032, GM/WS-004, GM/WS-054"
2015-09-27,3,3,"GM/SS-063, GM/SS-163, GM/WS-230"
2015-09-29,1,1,GM/ES-013
2015-10-01,1,1,GM/WS-001
2015-10-02,2,2,"GM/SS-006, GM/SS-016"
2015-10-03,3,3,"GM/NS-024, GM/NS-033, GM/WS-002"
2015-10-04,4,4,"GM/NS-028, GM/NS-076, GM/SS-035, GM/WS-075"
2015-10-09,2,2,"GM/SS-001, GM/SS-002"
2015-10-10,5,4,"GM/CS-059, GM/SS-058, GM/SS-132, GM/SS-199"
2015-10-11,4,4,"GM/CS-002, GM/SS-034, GM/WS-079, GM/WS-096"
2015-10-12,2,2,"GM/WS-017, GM/WS-019"
2015-10-13,1,1,GM/SS-059
2015-10-14,3,3,"GM/SS-008, GM/SS-129, GM/SS-267"
2015-10-15,1,1,GM/ES-085
2015-10-16,2,2,"GM/CS-005, GM/SS-064"
2015-10-17,8,6,"GM/ES-064, GM/SS-208, GM/SS-219, GM/WS-003, GM/WS-218, GM/WS-273"
2015-10-18,7,6,"GM/SS-085, GM/SS-212, GM/WS-044, GM/WS-218, GM/WS-278, GM/WS-301"
2015-10-20,1,1,GM/SS-011
2015-10-21,1,1,GM/SS-260
2015-10-22,1,1,GM/SS-262
2015-10-25,1,1,GM/SS-098
2015-10-31,1,1,GM/SS-221
2015-11-07,1,1,GM/WS-266
2015-11-14,1,1,GM/CS-030
2015-11-21,3,3,"GM/ES-044, GM/SS-263, GM/WS-156"
2015-11-22,5,5,"GM/SS-076, GM/SS-218, GM/SS-235, GM/SS-240, GM/SS-251"
2015-11-25,2,2,"GM/SS-023, GM/SS-131"
2015-12-05,1,1,GM/ES-045
2015-12-06,1,1,GM/SS-057
2015-12-12,2,2,"GM/ES-076, GM/WS-017"
2015-12-13,5,5,"GM/SS-011, GM/SS-076, GM/SS-088, GM/SS-254, GM/WS-146"
2015-12-14,1,1,GM/SS-056
2015-12-27,1,1,GM/SS-129
2015-12-28,6,3,"GM/ES-056, GM/ES-063, GM/SS-155"
2015-12-29,3,2,"GM/CS-105, GM/SS-061"
2015-12-31,1,1,GM/CS-103
2016-01-01,2,2,"GM/NS-066, GM/SS-016"
2016-01-02,1,1,GM/WS-204
2016-01-04,1,1,GM/WS-200
2016-01-09,1,1,GM/WS-251
2016-01-10,1,1,GM/WS-274
2016-01-13,1,1,GM/SS-216
2016-01-16,3,3,"GM/ES-045, GM/WS-079, GM/WS-096"
2016-01-17,1,1,GM/CS-021
2016-01-22,1,1,GM/SS-286
2016-01-23,3,3,"GM/CS-071, GM/SS-112, GM/SS-126"
2016-01-27,1,1,GM/SS-197
2016-01-31,1,1,GM/SS-271
2016-02-05,1,1,GM/SS-118
2016-02-06,3,3,"GM/SS-148, GM/SS-225, GM/SS-234"
2016-02-07,1,1,GM/SS-253
2016-02-08,4,4,"GM/SS-211, GM/SS-212, GM/SS-214, GM/SS-254"
2016-02-09,2,2,"GM/SS-197, GM/SS-210"
2016-02-10,1,1,GM/SS-208
2016-02-11,1,1,GM/SS-133
2016-02-12,1,1,GM/SS-146
2016-02-14,2,2,"GM/SS-185, GM/SS-277"
2016-02-16,1,1,GM/SS-263
2016-02-19,1,1,GM/ES-085
2016-02-20,2,1,GM/WS-233
2016-02-21,2,2,"GM/ES-075, GM/NS-068"
2016-02-22,2,2,"GM/SS-030, GM/SS-129"
2016-02-23,3,3,"GM/SS-040, GM/SS-210, GM/SS-244"
2016-02-24,2,2,"GM/SS-106, GM/SS-114"
2016-02-25,2,1,GM/SS-156
2016-02-26,5,3,"GM/SS-177, GM/SS-254, GM/SS-282"
2016-02-27,9,7,"GM/ES-032, GM/SS-036, GM/SS-143, GM/SS-161, GM/SS-195, GM/SS-260, GM/WS-299"
2016-02-28,3,3,"GM/CS-106, GM/SS-187, GM/SS-239"
2016-03-01,1,1,GM/ES-056
2016-03-03,4,4,"GM/SS-064, GM/SS-165, GM/WS-017, GM/WS-019"
2016-03-05,5,5,"GM/SS-117, GM/SS-124, GM/SS-163, GM/SS-256, GM/WS-007"
2016-03-06,3,3,"GM/CS-008, GM/SS-133, GM/SS-163"
2016-03-09,3,2,"GM/ES-076, GM/SI-006"
2016-03-12,3,3,"GM/SS-120, GM/SS-125, GM/SS-167"
2016-03-13,5,5,"GM/SS-059, GM/SS-128, GM/SS-143, GM/SS-145, GM/SS-192"
2016-03-14,3,2,"GM/SS-148, GM/SS-276"
2016-03-15,4,4,"GM/SS-011, GM/SS-053, GM/SS-059, GM/SS-158"
2016-03-17,3,3,"GM/SS-015, GM/SS-025, GM/SS-198"
2016-03-19,7,6,"GM/SS-020, GM/SS-128, GM/SS-209, GM/WS-079, GM/WS-096, GM/WS-160"
2016-03-20,2,2,"GM/SS-087, GM/WS-216"
2016-03-25,3,3,"GM/NS-150, GM/SS-234, GM/SS-242"
2016-03-26,2,2,"GM/NS-059, GM/SS-280"
2016-03-27,2,2,"GM/SS-169, GM/WS-342"
2016-03-30,2,2,"GM/SS-104, GM/SS-105"
2016-04-02,4,4,"GM/CS-037, GM/SS-262, GM/WS-103, GM/WS-144"
2016-04-03,2,2,"GM/SS-104, GM/WS-238"
2016-04-05,2,2,"GM/SS-190, GM/SS-216"
2016-04-09,4,4,"GM/SS-006, GM/SS-155, GM/SS-175, GM/SS-239"
2016-04-10,2,2,"GM/SS-076, GM/WS-278"
2016-04-12,2,2,"GM/ES-070, GM/SS-011"
2016-04-14,2,2,"GM/SS-063, GM/SS-272"
2016-04-16,5,5,"GM/SS-081, GM/SS-103, GM/SS-239, GM/WS-025, GM/WS-076"
2016-04-17,1,1,GM/SS-039
2016-04-19,1,1,GM/SS-225
2016-04-20,3,3,"GM/SS-079, GM/SS-211, GM/SS-212"
2016-04-21,3,3,"GM/SS-214, GM/SS-220, GM/SS-253"
2016-04-22,1,1,GM/SS-084
2016-04-23,4,4,"GM/SS-102, GM/SS-115, GM/SS-130, GM/SS-162"
2016-04-24,3,3,"GM/SS-065, GM/SS-126, GM/SS-158"
2016-04-25,1,1,GM/SS-281
2016-04-30,2,2,"GM/SS-023, GM/SS-043"
2016-05-01,2,2,"GM/SS-022, GM/WS-314"
2016-05-04,1,1,GM/SS-129
2016-05-07,1,1,GM/CS-053
2016-05-08,5,5,"GM/CS-084, GM/SS-060, GM/SS-140, GM/SS-179, GM/WS-220"
2016-05-09,3,3,"GM/SI-178, GM/SS-044, GM/WS-001"
2016-05-11,1,1,GM/CS-001
2016-05-12,1,1,GM/WS-001
2016-05-14,2,2,"GM/CS-077, GM/WS-161"
2016-05-15,8,6,"GM/SI-109, GM/SI-135, GM/SS-008, GM/SS-072, GM/SS-284, GM/WS-210"
2016-05-16,6,3,"GM/SI-093, GM/SI-123, GM/SI-138"
2016-05-17,9,7,"GM/ES-035, GM/SI-106, GM/SI-143, GM/SS-133, GM/SS-211, GM/SS-212, GM/SS-253"
2016-05-18,6,3,"GM/SI-027, GM/SI-091, GM/SI-153"
2016-05-19,2,1,GM/SI-124
2016-05-20,7,4,"GM/SI-046, GM/SI-085, GM/SI-167, GM/SS-272"
2016-05-21,4,2,"GM/SI-084, GM/SS-198"
2016-05-22,2,2,"GM/ES-044, GM/SS-035"
2016-05-23,5,3,"GM/SS-029, GM/SS-122, GM/SS-171"
2016-05-24,7,4,"GM/CS-110, GM/SI-006, GM/SI-052, GM/SS-037"
2016-05-25,4,2,"GM/SS-074, GM/SS-140"
2016-05-27,4,2,"GM/SS-082, GM/SS-100"
2016-05-28,8,5,"GM/ES-073, GM/SS-044, GM/SS-131, GM/SS-172, GM/WS-082"
2016-05-29,8,7,"GM/CS-117, GM/CS-118, GM/NS-112, GM/SI-070, GM/SS-049, GM/SS-156, GM/SS-184"
2016-05-30,6,3,"GM/NS-149, GM/SS-064, GM/SS-158"
2016-05-31,6,3,"GM/NS-124, GM/NS-139, GM/SS-208"
2016-06-01,3,3,"GM/ES-021, GM/NS-122, GM/SI-043"
2016-06-02,1,1,GM/SS-119
2016-06-03,1,1,GM/NS-014
2016-06-04,4,4,"GM/NS-119, GM/WS-075, GM/WS-080, GM/WS-107"
2016-06-05,10,9,"GM/CS-097, GM/ES-084, GM/NS-127, GM/SS-017, GM/SS-042, GM/SS-140, GM/SS-265, GM/WS-125, GM/WS-215"
2016-06-06,1,1,GM/ES-054
2016-06-08,2,2,"GM/SS-040, GM/WS-001"
2016-06-09,2,2,"GM/CS-113, GM/CS-119"
2016-06-11,3,2,"GM/SS-146, GM/SS-231"
2016-06-12,7,6,"GM/CS-080, GM/SS-092, GM/SS-118, GM/SS-136, GM/WS-227, GM/WS-294"
2016-06-13,4,3,"GM/SS-133, GM/WS-323, GM/WS-347"
2016-06-14,4,3,"GM/SS-192, GM/SS-199, GM/WS-347"
2016-06-15,1,1,GM/WS-347
2016-06-16,1,1,GM/WS-347
2016-06-17,1,1,GM/WS-347
2016-06-18,6,6,"GM/CS-003, GM/CS-009, GM/CS-029, GM/SS-260, GM/WS-282, GM/WS-347"
2016-06-19,2,2,"GM/SI-123, GM/WS-235"
2016-06-20,1,1,GM/SI-124
2016-06-21,3,3,"GM/SI-067, GM/SI-109, GM/SI-135"
2016-06-24,1,1,GM/SS-281
2016-06-25,1,1,GM/WS-252
2016-06-26,7,5,"GM/ES-024, GM/SI-105, GM/SI-115, GM/SS-031, GM/SS-064"
2016-06-27,2,1,GM/SI-090
2016-06-28,4,2,"GM/SI-058, GM/SI-081"
2016-06-29,5,3,"GM/CS-065, GM/SI-140, GM/SI-144"
2016-06-30,7,5,"GM/CS-077, GM/CS-116, GM/ES-035, GM/SI-128, GM/SI-158"
2016-07-01,2,1,GM/SI-028
2016-07-02,2,2,"GM/ES-018, GM/SS-011"
2016-07-03,4,4,"GM/SS-010, GM/SS-049, GM/SS-064, GM/SS-165"
2016-07-04,2,2,"GM/SS-038, GM/SS-228"
2016-07-05,4,4,"GM/SS-028, GM/SS-130, GM/SS-216, GM/WS-001"
2016-07-06,1,1,GM/SS-065
2016-07-07,2,2,"GM/SS-056, GM/SS-123"
2016-07-10,1,1,GM/ES-048
2016-07-12,1,1,GM/CS-050
2016-07-14,2,2,"GM/SS-001, GM/SS-002"
2016-07-16,5,5,"GM/CS-060, GM/ES-016, GM/SS-055, GM/SS-108, GM/WS-202"
2016-07-17,7,6,"GM/CS-123, GM/SS-023, GM/SS-116, GM/SS-220, GM/SS-241, GM/WS-247"
2016-07-21,1,1,GM/SS-199
2016-07-23,5,4,"GM/CS-064, GM/CS-082, GM/ES-021, GM/WS-221"
2016-07-24,1,1,GM/NS-056
2016-07-27,4,4,"GM/SS-122, GM/SS-140, GM/SS-179, GM/SS-196"
2016-07-31,6,6,"GM/CS-065, GM/CS-101, GM/SS-026, GM/SS-205, GM/SS-217, GM/WS-136"
2016-08-01,3,3,"GM/ES-002, GM/ES-003, GM/WS-001"
2016-08-02,1,1,GM/SI-153
2016-08-03,1,1,GM/SS-132
2016-08-05,1,1,GM/SS-016
2016-08-06,2,2,"GM/SS-150, GM/WS-138"
2016-08-08,1,1,GM/SI-209
2016-08-09,1,1,GM/SS-236
2016-08-12,1,1,GM/SI-184
2016-08-13,1,1,GM/ES-063
2016-08-14,5,5,"GM/CS-007, GM/CS-013, GM/SI-039, GM/SS-001, GM/SS-002"
2016-08-15,3,3,"GM/CS-001, GM/ES-012, GM/ES-035"
2016-08-16,9,7,"GM/ES-022, GM/ES-036, GM/ES-086, GM/SI-093, GM/SI-211, GM/WS-017, GM/WS-150"
2016-08-17,6,5,"GM/ES-018, GM/ES-036, GM/ES-046, GM/SS-011, GM/WS-294"
2016-08-18,5,5,"GM/ES-029, GM/SI-184, GM/SI-209, GM/WS-274, GM/WS-308"
2016-08-19,1,1,GM/ES-064
2016-08-20,2,2,"GM/CS-084, GM/SI-209"
2016-08-21,7,5,"GM/ES-035, GM/SS-224, GM/SS-274, GM/WS-061, GM/WS-340"
2016-08-23,1,1,GM/SS-192
2016-08-24,1,1,GM/SS-027
2016-08-27,5,4,"GM/CS-030, GM/SS-019, GM/SS-047, GM/SS-198"
2016-08-28,3,3,"GM/SS-224, GM/SS-228, GM/SS-285"
2016-08-29,2,2,"GM/SS-016, GM/SS-064"
2016-08-30,1,1,GM/SS-015
2016-08-31,1,1,GM/SS-023
2016-09-03,1,1,GM/ES-012
2016-09-04,1,1,GM/CS-015
2016-09-07,2,2,"GM/WS-318, GM/WS-327"
2016-09-08,1,1,GM/WS-200
2016-09-10,5,4,"GM/CS-014, GM/CS-036, GM/SS-172, GM/WS-001"
2016-09-11,4,3,"GM/ES-037, GM/SS-240, GM/WS-043"
2016-09-12,2,1,GM/SS-175
2016-09-13,4,3,"GM/SS-198, GM/SS-222, GM/WS-028"
2016-09-14,2,1,GM/SS-090
2016-09-15,5,3,"GM/SS-239, GM/SS-251, GM/WS-098"
2016-09-16,4,2,"GM/SS-062, GM/SS-066"
2016-09-17,5,4,"GM/CS-077, GM/NS-001, GM/SS-244, GM/WS-003"
2016-09-18,3,3,"GM/SS-182, GM/SS-225, GM/SS-286"
2016-09-19,1,1,GM/SS-059
2016-09-20,1,1,GM/SS-058
2016-09-24,1,1,GM/SS-259
2016-09-25,4,3,"GM/CS-030, GM/ES-014, GM/ES-029"
2016-09-26,2,1,GM/SS-281
2016-09-27,1,1,GM/SS-133
2016-09-28,1,1,GM/SS-029
2016-09-30,1,1,GM/SS-208
2016-10-01,2,2,"GM/CS-005, GM/WS-050"
2016-10-02,7,7,"GM/CS-010, GM/CS-041, GM/ES-012, GM/SS-020, GM/SS-064, GM/WS-001, GM/WS-250"
2016-10-03,1,1,GM/CS-083
2016-10-04,1,1,GM/NS-133
2016-10-05,1,1,GM/SS-034
2016-10-07,1,1,GM/SS-025
2016-10-08,3,3,"GM/ES-043, GM/SS-062, GM/SS-064"
2016-10-09,2,2,"GM/CS-047, GM/WS-079"
2016-10-10,1,1,GM/CS-058
2016-10-11,1,1,GM/SS-022
2016-10-12,1,1,GM/CS-094
2016-10-13,5,3,"GM/CS-122, GM/ES-032, GM/SS-059"
2016-10-14,2,2,"GM/SS-169, GM/SS-244"
2016-10-15,3,3,"GM/SS-148, GM/SS-251, GM/SS-272"
2016-10-16,2,2,"GM/SS-025, GM/SS-187"
2016-10-18,1,1,GM/SS-216
2016-10-19,1,1,GM/SS-060
2016-10-20,1,1,GM/SS-032
2016-10-21,1,1,GM/CS-015
2016-10-22,3,3,"GM/CS-025, GM/SS-051, GM/SS-254"
2016-10-23,10,9,"GM/CS-016, GM/ES-083, GM/SS-129, GM/SS-211, GM/SS-212, GM/SS-222, GM/SS-281, GM/WS-316, GM/WS-317"
2016-10-29,2,2,"GM/CS-122, GM/SS-221"
2016-10-30,1,1,GM/SS-147
2016-11-01,1,1,GM/SS-192
2016-11-05,1,1,GM/SS-024
2016-11-06,4,4,"GM/CS-029, GM/SS-058, GM/SS-239, GM/SS-268"
2016-11-10,1,1,GM/SS-281
2016-11-12,3,3,"GM/ES-059, GM/SS-180, GM/WS-074"
2016-11-13,2,2,"GM/CS-050, GM/SS-011"
2016-11-19,2,2,"GM/NS-138, GM/NS-150"
2016-11-20,1,1,GM/CS-005
2016-11-27,3,3,"GM/ES-064, GM/WS-333, GM/WS-342"
2016-11-30,1,1,GM/CS-116
2016-12-03,1,1,GM/ES-045
2016-12-04,4,4,"GM/ES-052, GM/SS-017, GM/SS-058, GM/SS-125"
2016-12-05,1,1,GM/SS-123
2016-12-06,1,1,GM/SS-034
2016-12-08,2,2,"GM/SS-133, GM/SS-140"
2016-12-10,4,4,"GM/ES-037, GM/SS-106, GM/SS-114, GM/WS-126"
2016-12-11,4,3,"GM/CS-063, GM/SS-154, GM/SS-236"
2016-12-17,1,1,GM/ES-035
2016-12-18,2,2,"GM/NS-105, GM/SI-006"
2016-12-20,2,2,"GM/SS-118, GM/SS-136"
2016-12-26,1,1,GM/ES-085
2016-12-27,2,2,"GM/ES-058, GM/SS-059"
2016-12-28,3,2,"GM/ES-071, GM/SS-128"
2016-12-29,5,3,"GM/ES-057, GM/SS-119, GM/SS-122"
2016-12-30,2,1,GM/SS-083
2017-01-04,1,1,GM/SS-129
2017-01-07,1,1,GM/SS-076
2017-01-08,2,2,"GM/SS-167, GM/SS-262"
2017-01-17,1,1,GM/SS-120
2017-01-18,1,1,GM/SS-163
2017-01-19,1,1,GM/SS-146
2017-01-20,2,2,"GM/SS-122, GM/SS-140"
2017-01-21,3,3,"GM/ES-045, GM/NS-074, GM/WS-040"
2017-01-22,3,3,"GM/CS-092, GM/NS-107, GM/SS-276"
2017-01-23,1,1,GM/SS-143
2017-01-25,2,2,"GM/SS-059, GM/SS-235"
2017-01-29,3,3,"GM/SS-133, GM/SS-149, GM/SS-259"
2017-01-30,1,1,GM/SS-272
2017-02-04,2,2,"GM/ES-051, GM/ES-057"
2017-02-06,1,1,GM/CS-105
2017-02-09,1,1,GM/SS-083
2017-02-10,1,1,GM/SS-082
2017-02-11,4,4,"GM/CS-108, GM/NS-053, GM/NS-075, GM/WS-236"
2017-02-12,2,2,"GM/ES-039, GM/SS-221"
2017-02-13,1,1,GM/SS-082
2017-02-14,2,2,"GM/SS-018, GM/SS-055"
2017-02-15,2,2,"GM/SS-121, GM/SS-151"
2017-02-16,3,3,"GM/SS-119, GM/SS-134, GM/SS-179"
2017-02-17,6,6,"GM/ES-055, GM/SS-062, GM/SS-066, GM/SS-068, GM/SS-100, GM/SS-142"
2017-02-18,4,4,"GM/ES-032, GM/SS-141, GM/WS-256, GM/WS-263"
2017-02-19,5,5,"GM/CS-108, GM/SS-069, GM/SS-108, GM/SS-145, GM/SS-211"
2017-02-24,1,1,GM/SS-074
2017-02-25,2,2,"GM/SS-129, GM/SS-144"
2017-02-26,3,2,"GM/SS-168, GM/SS-280"
2017-02-27,5,3,"GM/SS-049, GM/SS-077, GM/SS-282"
2017-02-28,3,2,"GM/SS-059, GM/SS-143"
2017-03-03,1,1,GM/WS-341
2017-03-04,1,1,GM/ES-052
2017-03-05,5,5,"GM/CS-061, GM/SS-097, GM/SS-166, GM/SS-234, GM/SS-242"
2017-03-09,1,1,GM/SS-249
2017-03-11,2,2,"GM/WS-275, GM/WS-291"
2017-03-12,3,3,"GM/ES-031, GM/SS-101, GM/SS-154"
2017-03-13,1,1,GM/ES-061
2017-03-18,2,2,"GM/SS-169, GM/SS-176"
2017-03-22,1,1,GM/ES-084
2017-03-23,1,1,GM/SS-037
2017-03-24,1,1,GM/SS-052
2017-03-25,4,4,"GM/CS-053, GM/ES-023, GM/NS-011, GM/SS-030"
2017-03-26,3,3,"GM/SS-139, GM/WS-093, GM/WS-259"
2017-04-01,1,1,GM/WS-346
2017-04-02,7,7,"GM/CS-032, GM/SS-053, GM/SS-155, GM/SS-182, GM/SS-187, GM/SS-220, GM/WS-061"
2017-04-07,1,1,GM/SS-239
2017-04-08,3,3,"GM/CS-068, GM/CS-087, GM/SS-086"
2017-04-09,2,2,"GM/ES-037, GM/ES-042"
2017-04-10,5,5,"GM/NS-088, GM/NS-099, GM/SS-261, GM/SS-269, GM/SS-274"
2017-04-11,3,3,"GM/SS-087, GM/SS-229, GM/SS-250"
2017-04-12,2,2,"GM/SS-201, GM/SS-281"
2017-04-13,3,3,"GM/SS-015, GM/SS-256, GM/SS-267"
2017-04-14,1,1,GM/WS-313
2017-04-15,5,5,"GM/ES-076, GM/SS-109, GM/SS-116, GM/SS-153, GM/SS-250"
2017-04-16,5,5,"GM/SS-039, GM/SS-170, GM/SS-215, GM/SS-239, GM/SS-252"
2017-04-17,4,4,"GM/SI-223, GM/SS-087, GM/SS-191, GM/WS-294"
2017-04-18,6,5,"GM/ES-075, GM/SS-094, GM/SS-192, GM/SS-201, GM/SS-219"
2017-04-19,2,2,"GM/SS-135, GM/SS-145"
2017-04-20,1,1,GM/SS-056
2017-04-21,1,1,GM/SS-029
2017-04-22,2,2,"GM/SS-069, GM/SS-107"
2017-04-23,1,1,GM/ES-045
2017-04-27,2,2,"GM/SS-064, GM/SS-165"
2017-04-28,1,1,GM/SS-185
2017-04-30,4,3,"GM/ES-063, GM/SS-076, GM/SS-148"
2017-05-01,4,4,"GM/SI-199, GM/SS-023, GM/SS-172, GM/SS-203"
2017-05-03,1,1,GM/CS-115
2017-05-05,5,4,"GM/SI-208, GM/SS-049, GM/SS-077, GM/SS-130"
2017-05-06,4,4,"GM/SS-175, GM/SS-238, GM/SS-254, GM/SS-256"
2017-05-07,9,7,"GM/NS-065, GM/NS-069, GM/SI-099, GM/SS-085, GM/SS-135, GM/SS-152, GM/SS-236"
2017-05-08,5,3,"GM/SI-185, GM/SS-070, GM/SS-071"
2017-05-09,8,6,"GM/ES-087, GM/SI-201, GM/SS-042, GM/SS-113, GM/SS-260, GM/WS-314"
2017-05-10,3,3,"GM/NS-065, GM/SI-205, GM/SS-220"
2017-05-11,1,1,GM/SS-110
2017-05-12,1,1,GM/NS-038
2017-05-14,4,4,"GM/NS-107, GM/SS-196, GM/SS-249, GM/SS-274"
2017-05-17,3,3,"GM/SS-001, GM/SS-002, GM/WS-339"
2017-05-18,1,1,GM/WS-304
2017-05-20,3,3,"GM/SS-125, GM/SS-171, GM/SS-282"
2017-05-21,7,7,"GM/ES-014, GM/ES-066, GM/SS-105, GM/SS-120, GM/SS-198, GM/SS-208, GM/SS-209"
2017-05-23,1,1,GM/SS-049
2017-05-24,2,1,GM/ES-064
2017-05-25,1,1,GM/ES-007
2017-05-26,3,2,"GM/ES-087, GM/SS-254"
2017-05-27,1,1,GM/ES-040
2017-05-28,4,4,"GM/SS-059, GM/SS-125, GM/WS-042, GM/WS-057"
2017-05-30,2,2,"GM/SS-146, GM/SS-196"
2017-05-31,4,4,"GM/CS-001, GM/SS-118, GM/SS-136, GM/SS-286"
2017-06-01,1,1,GM/WS-225
2017-06-03,3,3,"GM/ES-059, GM/NS-001, GM/NS-002"
2017-06-04,7,7,"GM/CS-034, GM/CS-120, GM/SS-216, GM/SS-234, GM/SS-254, GM/SS-274, GM/SS-277"
2017-06-07,4,4,"GM/SS-097, GM/SS-158, GM/SS-166, GM/SS-209"
2017-06-08,1,1,GM/SS-143
2017-06-09,2,2,"GM/SS-177, GM/SS-195"
2017-06-10,1,1,GM/SS-188
2017-06-13,2,1,GM/SI-173
2017-06-17,2,2,"GM/ES-017, GM/SS-216"
